unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1559433600,6/2/2019 0:00,LTC/USD,112.27,116.73,111.2,114.78,25662.19375,2945506.599
1559347200,6/1/2019 0:00,LTC/USD,114.72,116.22,107.27,112.27,36550.97254,4103577.687
1559260800,5/31/2019 0:00,LTC/USD,108.01,115.02,104.01,114.21,59625.24902,6809799.691
1559174400,5/30/2019 0:00,LTC/USD,115.16,120.8,102,108.17,135949.6351,14705672.03
1559088000,5/29/2019 0:00,LTC/USD,114.62,118.42,108.4,115.21,67429.86158,7768594.353
1559001600,5/28/2019 0:00,LTC/USD,116.95,118.35,111.42,114.88,51557.83119,5922963.647
1558915200,5/27/2019 0:00,LTC/USD,112.98,122.16,110.64,116.39,133668.9925,15557734.04
1558828800,5/26/2019 0:00,LTC/USD,103.1,114.79,99.25,112.75,54504.23488,6145352.483
1558742400,5/25/2019 0:00,LTC/USD,100.88,104.98,99.32,103.1,45913.58134,4733690.236
1558656000,5/24/2019 0:00,LTC/USD,89.04,103.99,88.38,100.61,106276.387,10692467.29
1558569600,5/23/2019 0:00,LTC/USD,87.52,89.88,84.73,88.98,28111.51856,2501362.921
1558483200,5/22/2019 0:00,LTC/USD,91.19,92.58,85.59,87.71,46694.4269,4095568.183
1558396800,5/21/2019 0:00,LTC/USD,91.89,93.49,89.48,91.43,22058.39212,2016798.792
1558310400,5/20/2019 0:00,LTC/USD,94.91,94.91,87.34,91.55,52063.00369,4766367.988
1558224000,5/19/2019 0:00,LTC/USD,86.64,97.34,86.3,95,77777.37645,7388850.763
1558137600,5/18/2019 0:00,LTC/USD,89.75,90.4,85.37,86.93,19180.11438,1667327.343
1558051200,5/17/2019 0:00,LTC/USD,95.68,97.49,81.66,89.85,126247.3557,11343324.91
1557964800,5/16/2019 0:00,LTC/USD,102.07,107.53,90.15,95.68,129226.9429,12364433.9
1557878400,5/15/2019 0:00,LTC/USD,91.5,104.44,90.46,102.15,149413.1345,15262551.69
1557792000,5/14/2019 0:00,LTC/USD,87.61,94.6,85.83,91.49,120110.5957,10988918.41
1557705600,5/13/2019 0:00,LTC/USD,84.76,93.46,84.09,87.87,105797.9654,9296467.221
1557619200,5/12/2019 0:00,LTC/USD,87.88,94.44,83.01,84.71,146790.084,12434588.02
1557532800,5/11/2019 0:00,LTC/USD,76.81,96,76.81,87.88,148671.0954,13065215.86
1557446400,5/10/2019 0:00,LTC/USD,73.75,79.17,72.32,76.76,61867.65847,4748961.464
1557360000,5/9/2019 0:00,LTC/USD,73.88,75.56,72.19,73.95,40262.79299,2977433.542
1557273600,5/8/2019 0:00,LTC/USD,73.15,75,71.16,73.69,36462.15437,2686896.156
1557187200,5/7/2019 0:00,LTC/USD,74.27,77.98,72.68,73.25,59685.79613,4371984.567
1557100800,5/6/2019 0:00,LTC/USD,74.91,76.17,70.99,74.25,46812.28298,3475812.011
1557014400,5/5/2019 0:00,LTC/USD,77.15,77.33,74.5,74.75,19244.00964,1438489.721
1556928000,5/4/2019 0:00,LTC/USD,77.85,81.53,73.75,77.31,44457.65463,3437021.279
1556841600,5/3/2019 0:00,LTC/USD,72.06,80,71.93,77.75,59163.93755,4599996.144
1556755200,5/2/2019 0:00,LTC/USD,72.62,73.45,71.43,72.45,20482.50398,1483957.413
1556668800,5/1/2019 0:00,LTC/USD,73.52,74.78,71.03,72.53,31342.63722,2273281.478
1556582400,4/30/2019 0:00,LTC/USD,66.9,74.08,66.67,73.17,33870.66364,2478316.459
1556496000,4/29/2019 0:00,LTC/USD,67.66,68.38,64.82,66.5,26512.1247,1763056.293
1556409600,4/28/2019 0:00,LTC/USD,70.69,70.79,66.68,67.64,14464.29955,978365.2216
1556323200,4/27/2019 0:00,LTC/USD,71.7,71.81,70.13,70.27,9243.059119,649509.7643
1556236800,4/26/2019 0:00,LTC/USD,70.7,73.34,68.74,71.7,46028.26432,3300226.552
