unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1626652800,2021-07-19 00:00:00,XRP/USD,0.58540,0.58899,0.55327,0.55686,22642337.40947844,12608612.009842165
1626566400,2021-07-18 00:00:00,XRP/USD,0.58163,0.60136,0.57201,0.58877,10585688.41514600,6232535.768185511
1626480000,2021-07-17 00:00:00,XRP/USD,0.58983,0.59756,0.56016,0.58177,16237934.52583175,9446743.169093138
1626393600,2021-07-16 00:00:00,XRP/USD,0.59820,0.61941,0.58730,0.58933,20280362.24336025,11951825.880879497
1626307200,2021-07-15 00:00:00,XRP/USD,0.61931,0.62638,0.58800,0.59538,22417091.95642003,13346688.209013358
1626220800,2021-07-14 00:00:00,XRP/USD,0.61955,0.62500,0.58593,0.62016,18514450.22635699,11481921.452377552
1626134400,2021-07-13 00:00:00,XRP/USD,0.62851,0.64317,0.60878,0.61959,14562593.42929631,9022837.2628577
1626048000,2021-07-12 00:00:00,XRP/USD,0.63622,0.65745,0.61795,0.62980,22656017.66531163,14268759.925613265
1625961600,2021-07-11 00:00:00,XRP/USD,0.62624,0.64452,0.61720,0.63540,11352355.18885516,7213286.486998568
1625875200,2021-07-10 00:00:00,XRP/USD,0.63667,0.64904,0.61301,0.62518,17321669.81391311,10829161.534262197
1625788800,2021-07-09 00:00:00,XRP/USD,0.62155,0.64521,0.59201,0.63630,25711108.98379556,16359978.646389116
1625702400,2021-07-08 00:00:00,XRP/USD,0.65025,0.65454,0.61049,0.62180,25843205.83391805,16069305.387530243
1625616000,2021-07-07 00:00:00,XRP/USD,0.66383,0.67353,0.65012,0.65163,19693920.13744737,12833149.179164829
1625529600,2021-07-06 00:00:00,XRP/USD,0.65230,0.67968,0.65165,0.66506,22746497.82666854,15127785.844604177
1625443200,2021-07-05 00:00:00,XRP/USD,0.69540,0.69586,0.64482,0.65231,40333566.79690656,26309988.957290117
1625356800,2021-07-04 00:00:00,XRP/USD,0.67270,0.70911,0.66583,0.69559,10618501.81105870,7386123.674754322
1625270400,2021-07-03 00:00:00,XRP/USD,0.65632,0.68471,0.64360,0.67301,15753496.58914883,10602260.739463054
1625184000,2021-07-02 00:00:00,XRP/USD,0.65933,0.66767,0.63297,0.65703,23599574.00891959,15505628.111080438
1625097600,2021-07-01 00:00:00,XRP/USD,0.70643,0.70643,0.64000,0.65945,28818597.38014083,19004424.04233387
1625011200,2021-06-30 00:00:00,XRP/USD,0.70520,0.71405,0.64777,0.70629,40316154.89294385,28474897.03933731
1624924800,2021-06-29 00:00:00,XRP/USD,0.64435,0.73314,0.64213,0.70543,45174733.29180114,31867612.106035277
1624838400,2021-06-28 00:00:00,XRP/USD,0.64845,0.65712,0.62486,0.64385,30370328.86730425,19553936.241213843
1624752000,2021-06-27 00:00:00,XRP/USD,0.61549,0.65246,0.59644,0.64824,28354100.22796432,18380261.931775592
1624665600,2021-06-26 00:00:00,XRP/USD,0.61109,0.63238,0.58153,0.61619,40057533.27421854,24683051.42824072
1624579200,2021-06-25 00:00:00,XRP/USD,0.67321,0.68847,0.60127,0.61339,52890162.30745960,32442296.657772645
1624492800,2021-06-24 00:00:00,XRP/USD,0.63905,0.69285,0.61629,0.67179,47476798.68320397,31894438.587389596
1624406400,2021-06-23 00:00:00,XRP/USD,0.54766,0.66557,0.52106,0.63865,69391326.24906134,44316770.50896303
1624320000,2021-06-22 00:00:00,XRP/USD,0.61022,0.64926,0.50969,0.54709,88119123.74636177,48209091.41039706
